Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
USA,2024,Diabetes,Parasitic,4.52,13.69,2.28,61+,Other,75567,85.21,4.14,8.54,Surgery,15140,No,56.06,2922,8.92,93207,0.84,76.02
USA,2022,Tuberculosis,Infectious,3.75,10.21,8.94,36-60,Female,570307,62.3,4.48,2.87,Surgery,7215,No,80.88,4251,3.71,46376,0.77,63.79
USA,2022,Ebola,Parasitic,5.78,4.6,9.26,0-18,Male,993211,52.46,1.24,1.28,Therapy,43598,No,61.57,2975,2.37,76444,0.48,50.05
USA,2021,Cancer,Respiratory,3.42,5.25,7.88,19-35,Male,231354,73.94,2.97,4.67,Medication,37133,No,89.21,4208,8.56,99015,0.67,26.53
USA,2021,HIV/AIDS,Chronic,14.76,9.02,6.46,36-60,Male,378558,89.22,4.12,2.45,Medication,37247,Yes,93.0,2820,8.44,96591,0.63,37.3
USA,2023,Influenza,Bacterial,11.42,12.8,6.79,36-60,Female,619695,72.72,0.51,4.12,Surgery,42083,No,81.79,2921,9.85,20674,0.78,60.05
USA,2021,Hepatitis,Metabolic,10.93,12.95,3.64,0-18,Male,88216,58.73,1.03,7.22,Medication,1515,No,88.74,31,2.7,38037,0.7,21.28
USA,2021,Ebola,Genetic,18.6,5.9,6.74,61+,Female,533706,86.88,0.59,6.23,Surgery,25097,Yes,92.43,1411,2.58,51932,0.89,38.97
USA,2022,Cancer,Autoimmune,13.45,2.46,9.34,19-35,Other,8979,52.52,2.35,0.91,Therapy,10722,Yes,77.86,4566,8.78,93302,0.56,70.33
USA,2024,Diabetes,Autoimmune,7.57,12.86,6.04,61+,Other,883926,56.34,3.51,8.47,Therapy,42946,Yes,64.01,88,5.83,76976,0.75,83.84
USA,2023,Parkinson's Disease,Viral,17.1,8.77,1.94,0-18,Male,226969,80.46,2.56,8.72,Vaccination,9663,Yes,83.83,1491,4.34,59723,0.81,60.03
USA,2020,Hepatitis,Parasitic,13.18,2.02,3.03,19-35,Male,340070,82.75,3.48,7.0,Vaccination,2471,No,81.78,591,3.61,79520,0.51,24.46
USA,2022,Alzheimer's Disease,Genetic,18.08,13.41,3.27,61+,Other,89227,99.73,1.96,9.27,Surgery,4353,No,77.27,402,3.17,64921,0.65,33.65
USA,2021,HIV/AIDS,Metabolic,11.82,1.47,4.26,36-60,Other,755105,86.59,3.59,8.92,Medication,17665,Yes,50.79,1379,6.08,19170,0.7,81.46
USA,2022,Leprosy,Viral,18.01,10.3,4.11,36-60,Male,958715,88.97,3.44,8.5,Medication,4970,Yes,87.01,3741,9.39,17228,0.86,34.95
USA,2021,Parkinson's Disease,Metabolic,12.48,11.39,9.7,61+,Male,900600,69.4,3.44,8.93,Vaccination,4644,Yes,56.24,248,2.2,93011,0.7,40.29
USA,2020,Diabetes,Metabolic,13.23,1.41,9.79,19-35,Other,559151,99.02,2.14,2.37,Vaccination,25759,No,94.23,3189,6.63,52665,0.75,78.96
USA,2024,Tuberculosis,Viral,8.71,11.62,1.4,19-35,Female,112260,76.03,3.02,4.07,Vaccination,8995,No,90.09,995,0.72,7706,0.52,82.7
USA,2024,Polio,Viral,15.91,2.38,9.08,36-60,Female,246281,83.28,2.78,6.02,Surgery,18152,No,75.01,216,3.1,36690,0.57,39.71
USA,2024,Malaria,Metabolic,8.09,5.77,9.93,0-18,Female,625771,87.32,2.35,8.98,Surgery,12485,Yes,88.99,4281,2.68,50839,0.87,33.07
USA,2024,Zika,Bacterial,19.33,11.97,0.45,0-18,Male,335958,91.27,3.46,4.5,Surgery,22720,No,67.03,617,1.69,65601,0.54,89.84
USA,2023,Diabetes,Chronic,3.42,4.93,7.21,0-18,Female,610201,82.33,4.98,2.71,Vaccination,31276,No,65.63,4675,1.08,72229,0.53,51.29
USA,2023,Diabetes,Bacterial,11.82,6.9,5.0,19-35,Female,78985,73.87,1.24,5.3,Medication,16522,Yes,88.6,4406,2.59,70443,0.85,26.85
USA,2021,Polio,Bacterial,10.18,12.85,5.97,19-35,Male,516200,97.9,4.78,8.74,Medication,1778,No,55.48,2857,8.0,39320,0.54,65.25
USA,2023,Malaria,Chronic,15.53,0.32,5.45,36-60,Other,648076,72.33,3.19,8.99,Vaccination,39329,No,63.14,4902,9.24,34976,0.87,35.84
USA,2023,Ebola,Parasitic,1.35,0.34,6.29,19-35,Female,266007,66.27,2.41,3.61,Medication,40128,Yes,73.55,2331,1.6,34880,0.55,89.02
USA,2022,Leprosy,Respiratory,5.09,11.78,9.49,61+,Male,363787,56.0,3.48,5.22,Surgery,26776,Yes,85.69,2907,4.35,49814,0.68,77.89
USA,2021,Asthma,Viral,4.49,5.65,4.41,0-18,Male,117181,65.9,2.7,3.85,Vaccination,33053,Yes,98.92,4804,2.73,21001,0.89,76.62
USA,2024,Dengue,Genetic,4.28,1.1,7.85,61+,Male,268925,53.36,2.51,8.37,Therapy,27699,No,82.56,2083,4.97,77525,0.4,51.24
USA,2023,Dengue,Bacterial,8.74,0.31,2.19,36-60,Other,356269,58.57,3.41,9.51,Surgery,1270,Yes,55.35,3394,5.53,71555,0.61,45.25
USA,2022,Ebola,Metabolic,14.55,0.89,5.29,19-35,Male,949310,69.1,0.92,8.16,Medication,48481,Yes,72.55,1595,3.71,74338,0.65,43.45
USA,2023,COVID-19,Viral,8.82,2.16,6.47,19-35,Male,249425,60.83,4.49,3.69,Therapy,23188,Yes,84.5,993,1.85,92304,0.5,72.47
USA,2021,HIV/AIDS,Viral,9.2,2.97,8.64,0-18,Female,555357,68.3,1.23,9.71,Medication,39749,No,55.37,1620,5.51,81687,0.82,34.07
USA,2022,Cancer,Parasitic,5.35,0.31,5.9,19-35,Female,448392,60.45,4.48,2.14,Surgery,48688,No,73.53,332,4.17,48784,0.67,66.67
USA,2020,Rabies,Neurological,16.75,5.89,4.93,19-35,Male,222134,60.01,4.54,7.95,Vaccination,21967,No,79.05,3556,1.09,89268,0.8,47.67
USA,2024,Tuberculosis,Cardiovascular,19.44,1.19,1.24,0-18,Other,758765,77.64,3.83,1.05,Surgery,13959,No,61.12,719,3.73,61095,0.89,85.94
USA,2020,Rabies,Neurological,0.62,3.03,5.5,19-35,Female,68258,61.15,4.09,6.14,Surgery,46833,Yes,56.65,948,0.41,30453,0.54,84.16
USA,2022,Polio,Viral,19.49,12.36,0.97,36-60,Male,56739,78.13,2.36,8.85,Medication,19565,No,97.08,1025,1.12,90700,0.55,54.27
USA,2021,HIV/AIDS,Viral,1.89,6.2,7.62,0-18,Female,875011,81.41,3.56,9.31,Surgery,16003,Yes,73.66,4530,4.72,94053,0.45,23.79
USA,2024,Tuberculosis,Cardiovascular,10.53,5.57,8.78,61+,Other,873743,67.98,0.55,5.9,Medication,14713,No,90.01,3724,3.83,25906,0.46,25.62
USA,2024,Malaria,Parasitic,8.47,6.02,3.51,0-18,Female,489079,64.04,1.13,2.77,Vaccination,8952,Yes,64.49,388,3.38,27697,0.63,22.4
USA,2023,Hepatitis,Autoimmune,7.31,0.31,2.67,19-35,Male,772670,98.3,3.14,6.86,Surgery,12261,Yes,53.07,1890,3.86,39401,0.45,63.34
USA,2021,HIV/AIDS,Metabolic,9.86,2.14,2.2,36-60,Male,411615,76.94,2.61,8.51,Vaccination,1314,No,64.58,874,8.55,57704,0.79,22.2
USA,2020,Malaria,Respiratory,9.81,14.31,0.52,36-60,Other,274348,80.27,1.06,5.02,Surgery,35653,No,58.41,537,7.15,55586,0.86,56.74
USA,2021,Ebola,Autoimmune,2.29,2.76,2.8,36-60,Male,522105,95.88,3.52,6.18,Surgery,9887,Yes,69.92,3733,8.45,56502,0.81,38.04
USA,2023,Hypertension,Chronic,12.43,9.06,2.9,61+,Other,820717,75.39,1.85,7.79,Therapy,39882,Yes,91.57,1495,0.11,72826,0.74,86.31
USA,2024,COVID-19,Respiratory,2.6,5.11,0.47,0-18,Female,786844,96.31,4.64,3.94,Surgery,5147,No,69.92,3271,3.7,86742,0.72,20.45
USA,2020,Hypertension,Parasitic,14.4,11.49,7.75,61+,Female,931913,66.56,1.64,8.84,Vaccination,4304,No,83.02,1945,9.34,81831,0.59,87.87
USA,2023,Cholera,Bacterial,0.69,0.87,5.48,36-60,Other,326370,95.61,3.75,1.18,Medication,20246,Yes,59.19,237,3.98,92740,0.4,44.52
USA,2020,Measles,Parasitic,19.71,13.67,0.19,0-18,Female,118262,61.07,0.53,6.4,Surgery,2118,No,60.52,2447,4.31,2044,0.67,57.85
USA,2024,Influenza,Parasitic,8.69,4.99,6.94,0-18,Female,880071,62.22,4.19,3.6,Therapy,42721,Yes,97.83,1897,6.79,30657,0.72,48.14
USA,2021,Rabies,Autoimmune,11.32,9.8,7.32,0-18,Other,601327,77.83,4.19,4.73,Medication,29877,No,76.93,2136,3.46,46704,0.51,77.69
USA,2022,Measles,Chronic,12.33,10.85,5.14,19-35,Other,386409,65.47,1.56,9.07,Surgery,23919,No,61.32,620,9.49,27140,0.58,31.69
USA,2023,HIV/AIDS,Chronic,15.26,6.16,3.49,61+,Other,885082,72.46,4.8,4.48,Vaccination,24066,No,68.99,4454,8.85,54754,0.6,87.49
USA,2021,Hypertension,Parasitic,7.78,6.28,9.25,19-35,Male,307662,51.76,2.03,0.56,Therapy,21411,Yes,70.69,3246,3.27,73924,0.66,88.23
USA,2023,Hepatitis,Infectious,13.9,4.05,5.71,36-60,Other,428874,58.7,0.95,2.28,Therapy,31394,Yes,75.42,3650,4.09,35153,0.84,52.12
USA,2023,Hepatitis,Parasitic,13.36,9.04,6.57,19-35,Other,426465,50.36,3.24,5.83,Medication,49924,No,73.02,1990,5.27,34485,0.67,29.88
USA,2022,Leprosy,Metabolic,3.64,3.67,0.4,36-60,Male,666512,62.96,1.87,1.04,Vaccination,12711,No,50.84,480,6.05,83344,0.74,62.82
USA,2022,Rabies,Infectious,1.56,8.07,2.03,61+,Male,586976,74.85,3.6,9.26,Vaccination,35362,Yes,52.0,4893,7.63,54715,0.79,50.29
USA,2021,Ebola,Chronic,4.99,5.94,5.53,36-60,Male,889115,63.34,1.74,1.11,Surgery,28776,No,59.8,3335,5.48,94637,0.62,25.04
USA,2020,Cancer,Infectious,6.71,8.78,3.63,19-35,Male,262804,86.17,3.13,5.3,Surgery,15934,No,97.26,3605,7.69,58993,0.83,65.05
USA,2023,Hypertension,Autoimmune,3.97,12.67,7.66,61+,Female,589221,74.25,3.56,9.8,Medication,24546,No,57.86,3719,1.76,1513,0.48,89.36
USA,2022,HIV/AIDS,Parasitic,18.29,8.21,3.36,0-18,Other,44690,77.06,2.75,4.82,Therapy,22045,No,86.55,1905,0.64,72572,0.45,77.0
USA,2020,Cholera,Parasitic,13.29,14.01,3.43,61+,Female,435239,62.92,2.01,4.72,Therapy,13351,No,62.52,2480,9.14,9508,0.68,25.02
USA,2023,Zika,Genetic,13.06,12.77,3.53,36-60,Other,910165,63.55,4.56,6.17,Surgery,24490,Yes,63.06,3120,8.24,92498,0.84,55.78
USA,2020,Cholera,Infectious,19.1,8.57,9.08,61+,Other,660066,88.13,3.36,8.61,Medication,49669,No,95.17,4229,2.4,69693,0.8,55.4
USA,2022,Parkinson's Disease,Viral,4.09,10.86,5.7,19-35,Other,697455,91.14,3.33,1.58,Therapy,11149,No,77.43,580,8.88,91624,0.47,64.64
USA,2020,Polio,Chronic,2.43,3.19,4.71,0-18,Male,232694,73.04,1.0,9.23,Surgery,40830,No,54.94,4114,6.87,30331,0.6,24.19
USA,2022,Ebola,Chronic,14.62,1.84,7.62,0-18,Female,684802,67.14,1.67,7.24,Vaccination,16650,No,51.62,3122,1.0,75585,0.9,77.76
USA,2021,Malaria,Viral,19.94,2.67,7.6,0-18,Male,48593,72.89,2.7,6.37,Therapy,29415,No,71.14,2408,1.46,97626,0.81,55.52
USA,2023,Asthma,Chronic,5.1,0.79,6.1,36-60,Female,638072,76.55,4.19,1.72,Surgery,14992,No,72.58,388,5.51,5499,0.61,58.44
USA,2021,Hepatitis,Genetic,19.99,10.93,9.0,19-35,Other,793404,57.72,2.62,8.34,Surgery,43882,No,53.27,1606,2.92,84722,0.77,83.34
USA,2022,Cholera,Autoimmune,1.35,5.24,8.07,0-18,Other,673406,79.99,3.93,7.93,Therapy,12840,No,96.72,1937,2.98,55487,0.54,78.62
USA,2021,Leprosy,Bacterial,11.31,6.79,3.78,19-35,Female,711153,60.4,4.82,5.72,Medication,45031,No,85.14,3284,6.54,91718,0.84,45.04
USA,2023,Ebola,Viral,17.02,6.17,3.58,0-18,Female,39441,52.32,2.86,0.93,Therapy,5152,No,68.8,894,9.96,55315,0.55,88.31
USA,2021,Diabetes,Neurological,15.37,13.22,2.63,0-18,Other,482794,53.18,1.16,9.04,Surgery,27237,No,81.61,4341,7.72,11677,0.86,73.23
USA,2023,Cholera,Metabolic,13.31,9.44,0.51,0-18,Male,740600,86.87,3.62,7.95,Vaccination,10860,Yes,67.5,4226,0.86,35999,0.42,75.53
USA,2020,Hepatitis,Chronic,17.19,11.46,0.64,0-18,Male,983856,65.99,2.02,5.97,Medication,46792,No,57.44,1210,3.3,21525,0.58,88.16
USA,2020,Zika,Parasitic,0.93,1.98,2.77,61+,Other,96448,75.48,3.05,2.55,Surgery,38119,Yes,98.93,1718,2.11,62012,0.55,72.68
USA,2024,Leprosy,Chronic,10.9,14.81,0.76,19-35,Other,265537,70.33,1.66,4.07,Therapy,43223,No,89.67,3493,2.84,41816,0.65,22.23
USA,2021,Influenza,Cardiovascular,5.31,1.65,3.64,0-18,Female,263850,76.88,4.37,5.24,Therapy,1860,Yes,62.68,1610,9.2,77871,0.48,53.47
USA,2024,Diabetes,Parasitic,16.46,9.66,3.69,61+,Male,476950,92.78,1.97,7.64,Therapy,39712,Yes,57.72,2254,9.94,57993,0.4,20.43
USA,2022,Parkinson's Disease,Autoimmune,8.26,3.1,8.72,0-18,Other,765900,89.82,2.77,6.51,Surgery,45384,No,68.95,4928,3.56,13655,0.76,57.76
USA,2020,Polio,Genetic,15.43,8.46,0.52,0-18,Other,142195,87.04,4.21,4.63,Surgery,49436,No,73.12,1844,8.43,5657,0.77,55.9
USA,2021,Polio,Parasitic,19.46,14.77,8.32,19-35,Female,775116,91.87,3.3,2.32,Therapy,16981,Yes,53.3,79,5.74,85813,0.66,30.17
USA,2023,Ebola,Chronic,13.76,6.32,7.53,61+,Other,717522,88.68,3.23,4.23,Surgery,37380,No,94.9,3132,9.49,34283,0.49,88.95
USA,2024,Zika,Chronic,19.18,5.0,7.39,36-60,Female,535374,86.56,4.62,0.58,Medication,44865,Yes,92.08,1341,8.8,88698,0.48,60.5
USA,2024,Ebola,Bacterial,7.29,9.84,2.25,36-60,Female,530358,64.61,1.2,5.46,Vaccination,7564,No,50.36,4847,0.93,84838,0.56,80.83
USA,2024,Polio,Respiratory,19.59,4.58,8.81,61+,Male,56361,71.45,1.28,1.39,Vaccination,32824,Yes,51.08,2558,0.11,77801,0.9,32.54
USA,2020,Diabetes,Genetic,9.26,3.03,8.68,61+,Male,807585,77.86,3.24,0.95,Medication,37568,No,53.62,980,6.21,40187,0.86,38.12
USA,2022,Cholera,Respiratory,18.28,5.33,8.17,19-35,Male,839400,92.48,3.22,4.48,Therapy,36027,Yes,94.49,4308,0.1,84857,0.48,46.56
USA,2024,Hepatitis,Bacterial,7.11,3.03,0.86,36-60,Female,420140,58.16,2.97,8.42,Medication,49375,No,95.36,3238,0.42,97779,0.76,76.04
USA,2022,Leprosy,Respiratory,19.23,5.82,8.98,36-60,Male,299533,94.28,1.67,2.22,Therapy,12262,Yes,95.24,3437,6.11,12718,0.69,32.01
USA,2023,Tuberculosis,Autoimmune,15.7,4.54,9.6,61+,Male,487757,76.78,0.73,4.99,Therapy,20220,Yes,69.49,579,7.82,93914,0.79,36.63
USA,2021,Hypertension,Cardiovascular,11.32,10.17,6.84,19-35,Male,86624,56.58,0.89,3.35,Vaccination,33540,Yes,60.13,4017,4.35,38384,0.44,79.11
USA,2020,Rabies,Neurological,7.05,2.41,2.28,61+,Other,74247,91.45,2.58,2.1,Therapy,42690,Yes,81.83,4368,5.16,44894,0.57,65.96
USA,2022,Influenza,Neurological,12.45,5.34,8.15,61+,Female,810200,64.76,3.44,6.17,Therapy,46936,Yes,70.21,1590,1.55,8855,0.85,40.22
USA,2020,Alzheimer's Disease,Respiratory,19.04,10.86,2.26,19-35,Male,376812,84.25,3.08,9.77,Therapy,35387,No,91.53,1113,4.27,92473,0.7,46.57
USA,2022,Parkinson's Disease,Bacterial,2.01,9.32,6.66,36-60,Male,369517,96.47,1.39,2.14,Surgery,33841,No,77.66,1517,4.34,81604,0.45,66.03
USA,2021,Influenza,Infectious,9.28,4.79,4.75,19-35,Female,247629,58.86,3.81,4.09,Vaccination,3122,No,79.31,1352,7.19,15088,0.51,66.9
USA,2024,Dengue,Chronic,4.49,2.5,3.14,61+,Female,872044,51.56,3.37,6.3,Vaccination,26197,Yes,86.94,4856,0.66,64971,0.49,79.73
USA,2024,Cholera,Metabolic,16.28,10.49,7.67,19-35,Male,317558,96.35,3.62,2.2,Surgery,22320,No,66.96,2214,0.43,26277,0.89,24.06
USA,2022,HIV/AIDS,Bacterial,10.63,6.51,6.58,36-60,Other,666335,79.94,2.38,9.58,Vaccination,44726,No,78.89,4278,7.72,6137,0.73,46.7
USA,2023,Diabetes,Infectious,4.68,11.15,6.77,36-60,Other,95903,65.77,4.74,8.89,Vaccination,43956,Yes,75.21,3738,7.26,54604,0.83,66.48
USA,2022,Dengue,Autoimmune,11.72,7.25,7.54,19-35,Other,215664,56.54,4.34,7.76,Medication,17902,No,61.55,3727,7.35,61450,0.65,65.97
USA,2020,Alzheimer's Disease,Bacterial,5.17,13.86,2.76,36-60,Female,598022,79.59,2.72,3.33,Surgery,9723,Yes,86.01,4408,8.86,84762,0.73,27.21
USA,2022,Hepatitis,Parasitic,0.6,3.11,7.87,61+,Female,319685,93.42,3.98,6.56,Vaccination,6723,Yes,97.41,3243,4.76,3481,0.73,79.78
USA,2022,HIV/AIDS,Metabolic,3.5,6.3,2.62,19-35,Male,214883,89.2,4.87,6.95,Medication,21196,No,70.12,454,8.84,91123,0.84,35.11
USA,2023,Tuberculosis,Bacterial,11.97,4.76,5.72,19-35,Other,569326,86.41,1.98,8.58,Medication,48188,Yes,82.99,2789,1.15,10022,0.7,78.7
USA,2021,Asthma,Respiratory,3.48,12.79,3.44,61+,Male,327151,68.38,4.03,6.19,Surgery,49789,Yes,74.83,1469,7.6,19783,0.73,24.3
USA,2022,Dengue,Genetic,3.58,13.13,4.68,19-35,Male,261587,60.48,1.26,5.69,Medication,2609,Yes,70.11,358,0.17,93053,0.79,44.81
USA,2022,Parkinson's Disease,Infectious,17.95,7.07,1.46,0-18,Other,66435,67.06,3.77,6.26,Therapy,10439,Yes,54.44,3002,8.77,14079,0.86,73.04
USA,2022,Cholera,Viral,11.25,1.85,8.85,61+,Male,497394,63.52,2.01,1.94,Therapy,19755,Yes,76.95,3465,1.91,64497,0.84,38.36
USA,2021,Alzheimer's Disease,Parasitic,3.96,3.83,2.79,0-18,Female,650150,79.39,1.16,0.73,Vaccination,37163,Yes,52.13,4163,6.12,65252,0.5,29.72
USA,2023,Malaria,Parasitic,19.93,7.79,8.03,19-35,Other,218718,96.38,0.61,6.62,Medication,34615,Yes,92.27,2183,3.72,48321,0.56,27.94
USA,2021,Leprosy,Autoimmune,15.07,9.0,5.52,0-18,Male,136474,91.27,3.44,6.19,Surgery,39152,No,85.95,3097,6.33,44977,0.57,50.73
USA,2022,Diabetes,Respiratory,0.52,6.83,5.38,0-18,Female,653984,93.59,1.66,9.92,Therapy,19890,Yes,67.27,1650,7.16,86567,0.47,70.12
USA,2021,Influenza,Respiratory,1.22,14.98,0.63,19-35,Other,477625,79.58,2.06,5.57,Vaccination,20320,Yes,86.45,2687,6.37,93192,0.89,64.58
USA,2023,Leprosy,Bacterial,16.28,2.65,7.18,0-18,Other,322266,52.9,4.6,3.24,Vaccination,36982,Yes,76.45,722,6.02,16788,0.57,73.79
USA,2023,Leprosy,Genetic,0.75,0.71,0.9,19-35,Male,341730,89.97,1.64,7.21,Therapy,42076,Yes,83.97,4951,0.57,68948,0.54,60.25
USA,2022,Rabies,Cardiovascular,0.26,4.76,9.3,36-60,Male,63508,58.31,2.33,2.79,Therapy,30307,No,63.76,652,3.06,16323,0.49,22.54
USA,2024,Ebola,Parasitic,4.39,1.5,2.5,36-60,Other,844633,62.12,3.67,7.59,Medication,41737,Yes,86.42,2354,8.22,2448,0.72,56.03
USA,2020,Hepatitis,Metabolic,8.72,6.51,7.23,36-60,Male,793160,86.05,4.6,4.08,Therapy,37399,No,60.92,1578,0.36,41418,0.49,29.9
USA,2023,Rabies,Bacterial,8.01,8.9,2.22,36-60,Male,820717,75.7,1.97,5.49,Medication,16007,Yes,68.28,4136,9.91,34771,0.73,44.87
USA,2023,Tuberculosis,Parasitic,6.04,1.41,1.43,19-35,Female,768686,92.68,4.45,3.71,Therapy,37131,Yes,85.15,1372,5.08,99675,0.8,61.98
USA,2022,Cholera,Cardiovascular,3.5,7.73,8.82,36-60,Other,220956,59.76,2.34,2.98,Vaccination,39587,Yes,59.8,2622,6.21,65449,0.6,72.29
USA,2022,Alzheimer's Disease,Genetic,16.39,12.36,3.39,0-18,Male,166678,53.57,3.23,1.33,Therapy,12551,No,81.46,155,5.75,42383,0.73,78.76
USA,2021,Rabies,Cardiovascular,9.07,9.06,6.04,19-35,Other,379748,87.12,0.8,4.33,Surgery,13906,Yes,95.23,3710,9.59,1216,0.47,42.67
USA,2021,HIV/AIDS,Respiratory,16.34,12.14,5.04,19-35,Female,679331,69.06,2.39,9.42,Medication,1359,Yes,56.57,974,8.36,93171,0.41,69.31
USA,2020,Leprosy,Metabolic,10.17,3.03,9.16,61+,Female,525914,54.18,1.69,1.47,Surgery,18151,No,53.52,153,6.89,44382,0.42,21.18
USA,2021,Hypertension,Respiratory,13.89,9.09,0.65,36-60,Male,370648,99.55,3.79,9.97,Surgery,21336,Yes,68.15,4019,4.9,57727,0.66,67.17
USA,2021,Parkinson's Disease,Infectious,13.08,1.38,6.14,19-35,Female,840635,95.5,4.2,1.38,Surgery,38623,Yes,68.38,550,9.76,13843,0.42,69.02
USA,2023,Leprosy,Genetic,10.5,7.86,2.21,19-35,Female,638045,56.14,4.02,6.39,Therapy,18462,Yes,56.93,1680,7.56,3000,0.45,45.82
USA,2023,HIV/AIDS,Metabolic,17.84,1.63,2.34,0-18,Female,192341,86.25,3.89,5.56,Medication,49210,No,72.9,1751,3.52,9422,0.85,33.92
USA,2024,Measles,Neurological,10.54,14.93,3.06,36-60,Female,397745,60.53,4.44,0.79,Vaccination,34174,No,90.57,1531,1.47,14531,0.86,64.92
USA,2024,Zika,Cardiovascular,17.38,5.77,7.95,0-18,Female,963707,80.06,4.34,6.9,Vaccination,24735,No,53.03,173,2.27,29725,0.61,23.86
USA,2021,Hypertension,Respiratory,13.63,6.1,8.17,61+,Female,967116,57.84,3.07,3.25,Surgery,7427,Yes,97.93,2524,4.05,59131,0.59,81.88
USA,2022,Diabetes,Autoimmune,13.68,13.47,0.52,19-35,Other,861002,68.42,1.67,7.68,Vaccination,21471,No,67.26,3192,3.66,13869,0.87,37.67
USA,2023,Hypertension,Infectious,13.95,10.49,3.2,0-18,Female,976506,52.69,2.44,9.08,Medication,31509,No,70.83,2345,2.17,70122,0.47,73.67
USA,2020,COVID-19,Neurological,7.14,14.71,5.61,61+,Other,659256,92.26,3.9,2.61,Surgery,4024,No,55.0,4540,4.03,34149,0.46,82.72
USA,2023,Diabetes,Bacterial,7.07,2.38,2.81,0-18,Female,724300,77.64,1.69,4.55,Therapy,1846,No,87.43,596,0.64,27242,0.45,64.83
USA,2024,Alzheimer's Disease,Respiratory,16.7,6.23,8.1,0-18,Other,54680,72.97,0.53,5.11,Surgery,30500,No,86.23,3131,3.3,28187,0.88,71.83
USA,2023,Dengue,Bacterial,12.75,6.2,8.26,36-60,Male,85613,56.99,1.0,8.98,Medication,32944,Yes,88.94,1546,7.68,49171,0.89,59.26
USA,2021,Diabetes,Infectious,6.69,9.66,2.39,61+,Female,553042,60.4,2.43,2.86,Medication,20128,No,77.97,3931,2.79,2644,0.55,87.31
USA,2023,Malaria,Cardiovascular,17.2,8.31,8.21,0-18,Female,460071,90.17,3.07,8.46,Vaccination,48084,No,87.15,637,4.2,37535,0.5,36.59
USA,2023,Malaria,Genetic,9.48,2.83,5.89,36-60,Male,146437,81.13,3.65,6.75,Therapy,8313,Yes,52.17,4073,9.28,19824,0.52,71.93
USA,2022,Alzheimer's Disease,Autoimmune,7.5,9.65,5.45,0-18,Male,526299,90.93,1.06,4.23,Medication,1072,Yes,85.17,2642,8.15,5895,0.76,32.87
USA,2022,Hypertension,Infectious,3.6,2.23,4.78,36-60,Other,289515,67.33,1.25,0.59,Surgery,363,Yes,95.84,4598,1.73,14777,0.56,37.03
USA,2023,Malaria,Cardiovascular,10.58,2.35,4.35,0-18,Male,432689,64.68,0.55,7.18,Surgery,29977,Yes,98.38,2243,3.14,64979,0.72,74.83
USA,2023,Ebola,Chronic,10.87,7.72,5.87,19-35,Male,2529,52.44,4.76,7.87,Therapy,15985,Yes,85.65,1881,1.92,41118,0.57,75.45
USA,2021,Asthma,Infectious,11.04,4.85,3.14,61+,Female,977172,62.81,0.86,1.22,Medication,46032,No,52.14,55,1.08,36902,0.55,63.85
USA,2020,Malaria,Metabolic,3.86,10.6,6.17,61+,Other,218006,66.62,2.09,0.71,Medication,14698,Yes,56.77,4846,1.34,88218,0.49,41.65
USA,2021,Polio,Genetic,12.47,5.4,1.36,36-60,Female,825138,58.71,0.74,9.21,Vaccination,34126,No,95.0,2728,5.53,99240,0.61,62.8
USA,2022,Influenza,Parasitic,13.55,10.95,1.1,61+,Other,285916,61.85,2.16,7.63,Medication,8366,Yes,96.49,3231,4.59,67917,0.69,42.97
USA,2022,Hepatitis,Genetic,11.05,5.4,8.55,19-35,Male,321399,74.42,2.99,7.14,Surgery,26157,Yes,80.98,773,8.15,92292,0.66,41.44
USA,2024,Dengue,Neurological,16.66,13.75,5.13,0-18,Male,985516,80.05,0.99,8.21,Medication,19910,Yes,58.17,4825,4.28,40155,0.47,53.65
USA,2020,Diabetes,Neurological,3.04,12.65,5.29,0-18,Male,552054,94.48,2.5,5.31,Surgery,39144,No,85.48,1100,8.94,63200,0.9,58.24
USA,2022,Ebola,Neurological,18.82,14.97,1.24,19-35,Female,740487,78.28,2.11,3.33,Medication,29069,No,74.52,574,1.11,63736,0.61,79.24
USA,2020,Rabies,Neurological,1.16,7.99,6.58,19-35,Male,234307,74.53,0.75,6.35,Surgery,36211,No,52.31,726,1.44,59793,0.74,84.51
USA,2020,COVID-19,Genetic,2.42,8.15,2.82,0-18,Female,359767,91.87,1.17,1.83,Vaccination,3291,Yes,82.93,579,4.27,63851,0.82,79.38
USA,2021,Measles,Parasitic,4.34,12.32,4.2,19-35,Female,792417,82.82,4.25,9.7,Vaccination,40110,No,66.32,4610,5.17,40769,0.81,89.32
USA,2020,Cholera,Metabolic,19.84,13.34,7.22,19-35,Other,874286,57.9,4.77,8.74,Medication,28095,Yes,77.9,3450,9.23,75083,0.44,79.57
USA,2020,Ebola,Bacterial,8.1,3.4,0.29,0-18,Male,313578,87.0,2.33,5.62,Vaccination,27643,No,56.55,4523,1.25,95205,0.7,43.81
